name,height,weight,reach,stance,age,dob,wins,losses,draws,height,weight,reach,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Justin Tafa,1.83,264.0,1.88,Southpaw,26.16,1993-12-13,4,1,0,1.83,264.0,1.88,6.51,0.77,3.86,0.55,0.0,0.0,0.0,0.0,0.8
Justin Willis,1.85,264.0,1.98,Southpaw,31.68,1987-07-19,8,2,0,1.85,264.0,1.98,4.52,0.65,3.88,0.62,0.96,0.67,0.67,0.0,0.8
Justin Wren,1.88,265.0,1.88,Orthodox,22.61,1987-04-27,11,2,0,1.88,265.0,1.88,1.13,0.11,1.13,0.11,0.0,0.0,0.0,0.0,0.85
Justine Kish,1.65,125.0,1.63,Orthodox,31.78,1988-04-13,7,2,0,1.65,125.0,1.63,4.83,0.52,4.79,0.47,1.0,0.36,0.4,0.2,0.78
Jutaro Nakao,1.75,170.0,1.75,Southpaw,31.31,1970-11-30,23,17,4,1.75,170.0,1.75,1.19,0.6,13.43,0.94,0.0,0.0,0.5,0.0,0.52
KJ Noons,1.78,155.0,1.83,Orthodox,33.17,1982-12-07,12,8,0,1.78,155.0,1.83,3.56,0.43,3.52,0.43,0.0,0.0,0.0,0.0,0.6
Kai Kara-France,1.63,125.0,1.75,Orthodox,26.91,1993-03-26,21,8,0,1.63,125.0,1.75,6.27,0.42,5.67,0.41,0.6,0.25,0.07,0.0,0.72
Kailin Curran,1.63,115.0,1.65,Orthodox,26.63,1991-04-11,4,6,0,1.63,115.0,1.65,8.34,0.58,7.73,0.54,1.65,0.43,0.5,0.55,0.4
Kajan Johnson,1.8,155.0,1.9,Orthodox,34.4,1984-04-21,23,14,1,1.8,155.0,1.9,3.07,0.49,2.73,0.48,0.5,0.5,0.35,0.0,0.61
Kalib Starnes,1.91,185.0,1.88,Orthodox,33.28,1975-01-06,12,7,1,1.91,185.0,1.88,3.6,0.55,5.63,0.57,1.24,0.31,0.6,0.31,0.6
Kalindra Faria,1.7,125.0,1.7,Switch,32.09,1986-07-23,18,8,1,1.7,125.0,1.7,3.46,0.61,4.16,0.66,1.31,0.67,0.75,0.66,0.67
Kamal Shalorus,1.73,155.0,1.73,Orthodox,39.72,1972-08-27,7,3,2,1.73,155.0,1.73,2.07,0.27,3.99,0.4,0.58,0.17,0.33,0.0,0.58
Kamaru Usman,1.83,170.0,1.93,Switch,32.59,1987-05-11,16,1,0,1.83,170.0,1.93,8.0,0.63,4.97,0.54,1.63,0.4,0.4,0.0,0.94
Karl Roberson,1.85,185.0,1.88,Southpaw,29.1,1990-10-04,9,2,0,1.85,185.0,1.88,5.01,0.61,4.13,0.6,0.86,0.5,0.55,0.29,0.82
Karlos Vemola,1.83,185.0,1.9,Orthodox,27.93,1985-07-03,10,4,0,1.83,185.0,1.9,4.42,0.59,6.07,0.68,2.67,0.29,0.43,1.91,0.71
Karo Parisyan,1.78,170.0,1.83,Orthodox,28.23,1982-08-28,19,8,0,1.78,170.0,1.83,4.73,0.55,3.51,0.5,3.45,0.38,0.21,0.29,0.7
Karol Rosa,1.65,135.0,1.7,Orthodox,24.67,1994-12-30,12,3,0,1.65,135.0,1.7,11.8,0.49,11.27,0.57,0.0,0.0,0.0,0.0,0.8
Karolina Kowalkiewicz,1.6,115.0,1.63,Orthodox,34.36,1985-10-15,12,6,0,1.6,115.0,1.63,6.21,0.48,8.0,0.51,0.0,0.0,0.54,0.24,0.67
Katlyn Chookagian,1.75,125.0,1.73,Orthodox,31.11,1988-12-28,13,3,0,1.75,125.0,1.73,5.29,0.4,5.71,0.42,0.0,0.0,0.5,0.0,0.81
Katsuhisa Fujii,1.83,205.0,1.83,Orthodox,27.26,1972-08-15,9,18,1,1.83,205.0,1.83,6.59,0.64,1.6,0.43,1.72,0.67,0.33,0.0,0.32
Katsunori Kikuno,1.73,145.0,1.68,Orthodox,33.9,1981-10-31,23,8,2,1.73,145.0,1.68,4.73,0.56,3.86,0.45,2.16,0.8,0.09,0.54,0.7
Kazuhiro Nakamura,1.8,205.0,1.78,Orthodox,28.86,1979-07-16,15,11,0,1.8,205.0,1.78,1.65,0.49,8.15,0.81,1.5,0.2,0.67,0.0,0.58
Kazuki Tokudome,1.8,155.0,1.85,Southpaw,27.55,1987-03-04,12,6,1,1.8,155.0,1.85,5.57,0.55,5.5,0.56,2.0,0.39,0.3,0.0,0.63
Kazula Vargas,1.73,155.0,1.8,Southpaw,34.5,1985-08-15,10,4,0,1.73,155.0,1.8,5.73,0.7,5.73,0.7,0.79,0.33,0.33,0.0,0.71
Kazushi Sakuraba,1.83,185.0,1.83,Southpaw,28.44,1969-07-14,26,16,1,1.83,185.0,1.83,0.36,0.4,1.61,0.53,2.69,0.5,0.5,5.38,0.6
Keigo Kunihara,1.83,235.0,1.83,Orthodox,25.47,1980-04-17,3,2,0,1.83,235.0,1.83,1.66,0.5,3.15,0.53,4.98,0.4,0.0,2.49,0.6
Keiichiro Yamamiya,1.8,185.0,1.8,Southpaw,27.35,1972-07-12,40,27,10,1.8,185.0,1.8,1.36,0.29,1.36,0.29,0.0,0.0,0.0,0.0,0.52
Keita Nakamura,1.8,170.0,1.85,Southpaw,34.91,1984-05-22,34,10,2,1.8,170.0,1.85,3.08,0.46,2.57,0.44,1.8,0.5,0.55,0.0,0.74
Keith Berish,1.83,205.0,1.85,Orthodox,31.07,1985-11-14,5,1,0,1.83,205.0,1.85,4.53,0.39,6.6,0.42,2.0,0.4,0.0,0.0,0.83
Keith Hackney,1.8,200.0,1.8,Sideways,18.67,1977-04-14,2,2,0,1.8,200.0,1.8,4.19,0.61,7.91,0.72,0.0,0.0,0.25,1.16,0.5
Keith Jardine,1.88,185.0,1.93,Orthodox,34.31,1975-10-31,17,10,2,1.88,185.0,1.93,3.31,0.35,4.76,0.49,0.68,0.29,0.44,0.0,0.59
Keith Mielke,1.73,185.0,1.73,0,6.77,1989-05-11,0,5,0,1.73,185.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Rockel,1.83,185.0,1.83,Orthodox,14.17,1989-09-21,12,4,1,1.83,185.0,1.83,3.91,0.86,3.91,0.86,4.63,0.75,0.75,4.63,0.71
Keith Wisniewski,1.83,170.0,1.9,Orthodox,31.86,1981-10-25,28,13,1,1.83,170.0,1.9,3.16,0.58,4.71,0.62,1.64,0.43,0.4,0.27,0.67
Kelly Dullanty,1.73,155.0,1.73,Orthodox,24.38,1977-11-04,4,2,0,1.73,155.0,1.73,5.72,0.81,4.71,0.7,0.0,0.0,0.33,0.0,0.67
Kelly Faszholz,1.73,135.0,1.7,Orthodox,31.48,1985-04-09,3,2,0,1.73,135.0,1.7,6.99,0.61,8.52,0.65,0.0,0.0,0.56,0.0,0.6
Kelvin Gastelum,1.75,185.0,1.8,Southpaw,28.03,1991-10-24,16,5,0,1.75,185.0,1.8,3.38,0.44,3.28,0.43,0.42,0.15,0.15,0.0,0.76
Ken Shamrock,1.85,205.0,1.83,Orthodox,42.66,1964-02-11,28,16,2,1.85,205.0,1.83,5.48,0.69,11.15,0.75,0.58,0.5,0.6,0.58,0.61
Ken Stone,1.73,135.0,1.8,0,29.84,1982-10-08,11,4,0,1.73,135.0,1.8,6.02,0.62,6.02,0.62,1.67,0.4,0.4,0.84,0.73
Kenan Song,1.83,170.0,1.8,Orthodox,29.96,1990-03-10,16,5,0,1.83,170.0,1.8,4.56,0.47,4.56,0.47,0.0,0.0,0.0,0.0,0.76
Kendall Grove,1.98,185.0,2.01,Orthodox,28.54,1982-11-12,13,10,0,1.98,185.0,2.01,4.96,0.64,5.12,0.65,0.79,0.6,0.42,1.85,0.57
Kenichi Yamamoto,1.83,170.0,1.83,Orthodox,24.43,1976-07-11,5,10,2,1.83,170.0,1.83,1.28,0.71,2.18,0.74,0.0,0.0,1.0,0.48,0.29
Kennedy Nzechukwu,1.96,205.0,2.11,Southpaw,27.14,1992-06-13,7,1,0,1.96,205.0,2.11,3.31,0.48,2.76,0.39,0.0,0.0,0.06,0.0,0.88
Kenny Florian,1.78,145.0,1.88,Southpaw,35.37,1976-05-26,14,6,0,1.78,145.0,1.88,4.4,0.44,3.68,0.42,1.4,0.22,0.19,0.6,0.7
Kenny Robertson,1.78,170.0,1.88,Orthodox,32.59,1984-02-14,15,5,0,1.78,170.0,1.88,6.25,0.52,5.76,0.59,1.82,0.35,0.4,0.91,0.75
Ketlen Vieira,1.73,135.0,1.73,Orthodox,28.3,1991-08-26,10,1,0,1.73,135.0,1.73,5.19,0.48,5.21,0.47,2.03,0.57,0.44,0.76,0.91
Kevin Aguilar,1.7,145.0,1.85,Orthodox,31.46,1988-09-07,17,3,0,1.7,145.0,1.85,3.96,0.32,4.53,0.36,0.45,1.0,1.0,0.0,0.85
Kevin Burns,1.78,170.0,1.88,Orthodox,29.78,1980-03-03,9,5,0,1.78,170.0,1.88,6.18,0.69,5.88,0.67,0.0,0.0,0.3,0.55,0.64
Kevin Casey,1.8,185.0,1.96,Southpaw,35.2,1981-06-15,9,5,1,1.8,185.0,1.96,3.8,0.6,6.25,0.66,0.84,0.23,0.44,0.0,0.6
Kevin Ferguson,1.88,235.0,1.88,Orthodox,36.24,1974-02-08,5,2,0,1.88,235.0,1.88,2.05,0.47,4.06,0.66,3.69,0.67,1.0,0.61,0.71
Kevin Holland,1.91,185.0,2.06,Orthodox,26.95,1992-11-05,16,5,0,1.91,185.0,2.06,8.12,0.73,8.12,0.68,1.55,0.54,0.53,1.33,0.76
Kevin Jackson,1.78,199.0,1.78,Switch,8.42,1989-10-12,4,2,0,1.78,199.0,1.78,3.43,0.75,2.96,0.73,5.85,1.0,1.0,1.17,0.67
Kevin Jordan,1.91,245.0,1.91,Orthodox,34.89,1970-12-31,11,9,0,1.91,245.0,1.91,2.41,0.47,2.25,0.42,0.0,0.0,0.0,0.0,0.55
Kevin Lee,1.75,170.0,1.96,Orthodox,27.52,1992-09-04,18,6,0,1.75,170.0,1.96,6.0,0.52,6.44,0.54,2.84,0.45,0.54,0.0,0.75
Kevin Randleman,1.78,205.0,1.78,Orthodox,30.42,1971-08-10,17,16,0,1.78,205.0,1.78,2.55,0.65,2.07,0.67,2.05,0.55,0.33,0.93,0.52
Kevin Rosier,1.93,275.0,1.93,Orthodox,12.57,1982-05-23,2,6,0,1.93,275.0,1.93,6.86,0.68,2.35,0.41,0.0,0.0,0.0,0.0,0.25
Kevin Souza,1.83,145.0,1.88,Orthodox,31.06,1984-10-17,19,4,0,1.83,145.0,1.88,4.85,0.52,3.76,0.49,0.0,0.0,0.4,0.0,0.83
Khabib Nurmagomedov,1.78,155.0,1.78,Orthodox,30.96,1988-09-20,28,0,0,1.78,155.0,1.78,7.55,0.61,6.1,0.55,3.99,0.45,0.47,0.91,1.0
Khadis Ibragimov,1.91,205.0,1.98,Orthodox,24.47,1995-05-21,8,2,0,1.91,205.0,1.98,6.12,0.55,6.12,0.55,1.67,0.3,0.3,0.0,0.8
Khalid Murtazaliev,1.83,185.0,1.93,Orthodox,25.17,1993-07-15,14,2,0,1.83,185.0,1.93,5.3,0.72,5.3,0.72,7.5,1.0,1.0,0.0,0.88
Khalid Taha,1.65,135.0,1.75,Orthodox,27.64,1992-02-15,14,2,0,1.65,135.0,1.75,4.86,0.62,5.14,0.64,0.0,0.0,0.5,0.53,0.88
Khalil Rountree Jr.,1.85,205.0,1.93,Southpaw,29.59,1990-02-26,9,4,0,1.85,205.0,1.93,4.68,0.42,5.95,0.58,0.0,0.0,0.67,0.42,0.69
Khama Worthy,1.8,155.0,1.88,Orthodox,32.84,1986-10-15,15,6,0,1.8,155.0,1.88,4.94,0.41,4.94,0.41,0.0,0.0,0.0,0.0,0.71
Khaos Williams,1.83,170.0,1.96,Orthodox,25.86,1994-03-30,10,1,0,1.83,170.0,1.96,22.22,0.59,22.22,0.59,0.0,0.0,0.0,0.0,0.91
Kiichi Kunimoto,1.78,170.0,1.8,Orthodox,36.11,1981-05-01,18,7,2,1.78,170.0,1.8,3.96,0.58,7.67,0.71,1.59,0.2,0.6,0.32,0.67
Kimo Leopoldo,1.91,235.0,1.91,Orthodox,36.46,1968-01-05,10,7,1,1.91,235.0,1.91,2.41,0.57,8.98,0.75,1.8,0.33,0.33,1.8,0.56
Klidson Abreu,1.83,205.0,1.88,Orthodox,26.88,1992-12-24,15,4,0,1.83,205.0,1.88,3.11,0.49,4.78,0.56,0.67,0.2,0.2,0.0,0.79
Koji Kitao,2.01,350.0,2.01,Southpaw,32.6,1963-10-12,1,2,0,2.01,350.0,2.01,1.28,0.5,5.13,1.0,19.23,1.0,0.0,0.0,0.33
Koji Oishi,1.73,170.0,1.73,Orthodox,28.01,1977-05-31,21,8,8,1.73,170.0,1.73,0.91,0.38,10.0,0.75,2.74,0.27,0.0,0.0,0.57
Konstantin Erokhin,1.8,230.0,1.85,Orthodox,31.98,1983-01-31,9,3,0,1.8,230.0,1.85,1.53,0.53,8.27,0.77,0.0,0.0,0.31,0.0,0.75
Kris McCray,1.83,170.0,1.93,Orthodox,29.14,1981-09-24,6,3,0,1.83,170.0,1.93,5.96,0.74,5.96,0.74,12.77,1.0,1.0,0.0,0.67
Kristian Rothaermel,1.83,205.0,1.83,Open Stance,34.41,1972-01-31,4,3,0,1.83,205.0,1.83,3.98,0.84,3.48,0.61,0.0,0.0,1.0,0.0,0.57
Kristof Midoux,1.85,220.0,1.85,Orthodox,32.05,1974-07-30,6,10,0,1.85,220.0,1.85,0.34,0.18,0.34,0.18,0.0,0.0,0.0,0.0,0.38
Kron Gracie,1.75,145.0,1.78,Southpaw,31.25,1988-07-11,5,1,0,1.75,145.0,1.78,6.55,0.47,6.55,0.47,0.88,0.25,0.25,0.88,0.83
Krzysztof Jotko,1.85,185.0,1.96,Southpaw,29.94,1989-08-19,21,4,0,1.85,185.0,1.96,5.53,0.56,4.45,0.58,1.62,0.39,0.5,0.23,0.84
Krzysztof Soszynski,1.85,205.0,1.96,Open Stance,34.36,1977-08-02,26,12,1,1.85,205.0,1.96,6.29,0.54,5.56,0.54,0.0,0.0,0.22,0.9,0.67
Kuniyoshi Hironaka,1.78,168.0,1.78,Orthodox,31.84,1976-06-17,19,8,0,1.78,168.0,1.78,3.79,0.66,4.44,0.64,2.6,0.32,0.32,0.97,0.7
Kurt Holobaugh,1.8,155.0,1.78,Orthodox,32.67,1986-09-08,17,7,0,1.8,155.0,1.78,9.09,0.57,8.13,0.65,1.37,0.36,0.57,0.69,0.71
Kurt Pellegrino,1.73,155.0,1.78,Orthodox,31.87,1979-05-07,16,6,0,1.73,155.0,1.78,5.88,0.59,5.83,0.58,2.16,0.45,0.5,0.72,0.73
Kwan Ho Kwak,1.65,135.0,1.78,Switch,28.0,1989-06-18,9,2,0,1.65,135.0,1.78,3.6,0.44,3.97,0.42,0.78,1.0,0.0,0.0,0.82
Kyle Bochniak,1.7,145.0,1.78,Orthodox,32.7,1987-02-05,8,5,0,1.7,145.0,1.78,2.95,0.34,5.19,0.46,1.2,0.14,0.26,0.0,0.62
Kyle Bradley,1.75,155.0,1.8,Orthodox,27.4,1982-08-19,15,8,0,1.75,155.0,1.8,2.5,0.45,5.27,0.49,0.65,0.5,0.56,0.0,0.65
Kyle Kingsbury,1.93,205.0,1.93,Orthodox,32.35,1982-03-22,11,6,0,1.93,205.0,1.93,3.2,0.53,7.39,0.69,0.71,0.2,0.5,0.0,0.65
Kyle Nelson,1.8,155.0,1.8,Switch,28.42,1991-04-20,13,3,0,1.8,155.0,1.8,3.01,0.38,6.26,0.55,1.41,0.17,0.0,2.82,0.81
Kyle Noke,1.85,170.0,1.93,Southpaw,36.69,1980-03-18,22,10,1,1.85,170.0,1.93,4.19,0.52,4.04,0.51,0.79,0.6,0.67,0.0,0.67
Kyle Prepolec,1.78,170.0,1.78,Southpaw,30.04,1989-08-30,12,7,0,1.78,170.0,1.78,3.3,0.36,4.53,0.42,0.0,0.0,0.0,0.0,0.63
Kyle Stewart,1.83,170.0,1.93,Orthodox,30.48,1989-01-31,11,3,0,1.83,170.0,1.93,4.02,0.54,4.02,0.54,0.0,0.0,0.0,0.0,0.79
Kyle Watson,1.83,155.0,1.83,0,31.72,1979-08-09,13,7,1,1.83,155.0,1.83,2.18,0.18,2.18,0.18,0.0,0.0,0.0,0.0,0.62
Kyler Phillips,1.73,135.0,1.83,Orthodox,24.72,1995-06-12,7,1,0,1.73,135.0,1.83,7.47,0.57,7.47,0.57,2.0,0.5,0.5,1.0,0.88
Kyoji Horiguchi,1.65,125.0,1.68,Orthodox,26.11,1990-10-12,18,2,0,1.65,125.0,1.68,4.68,0.5,3.95,0.47,2.12,0.41,0.2,0.0,0.9
Kyung Ho Kang,1.75,135.0,1.85,Orthodox,32.28,1987-09-09,17,8,0,1.75,135.0,1.85,7.19,0.62,6.37,0.6,2.51,0.5,0.5,0.56,0.68
Lance Benoist,1.8,170.0,1.85,Southpaw,25.78,1988-08-26,7,2,0,1.8,170.0,1.85,7.0,0.64,5.65,0.59,1.5,0.33,0.37,0.0,0.78
Lance Gibson,1.75,185.0,1.75,Orthodox,30.07,1970-11-20,4,5,0,1.75,185.0,1.75,6.47,0.8,6.47,0.8,1.62,0.5,0.5,0.81,0.44
Lando Vannata,1.75,155.0,1.8,Orthodox,27.92,1992-03-14,11,4,2,1.75,155.0,1.8,5.18,0.49,3.84,0.39,0.69,0.21,0.39,0.46,0.65
Lara Procopio,1.63,135.0,1.7,Orthodox,23.8,1995-11-14,6,1,0,1.63,135.0,1.7,11.27,0.57,11.27,0.57,0.0,0.0,0.0,0.0,0.86
Larissa Pacheco,1.7,135.0,1.75,Orthodox,20.52,1994-09-07,10,2,0,1.7,135.0,1.75,2.07,0.29,2.07,0.29,0.0,0.0,0.0,0.0,0.83
Larry Cureton,1.88,240.0,1.88,Orthodox,10.54,1985-02-21,0,2,0,1.88,240.0,1.88,4.13,0.87,10.48,0.97,0.0,0.0,1.0,2.38,0.0
Laureano Staropoli,1.85,170.0,1.8,Orthodox,26.66,1993-02-27,9,2,0,1.85,170.0,1.8,4.53,0.33,4.93,0.4,0.33,0.25,0.5,0.0,0.82
Lauren Mueller,1.65,125.0,1.7,Orthodox,27.91,1991-11-15,5,3,0,1.65,125.0,1.7,5.35,0.47,6.41,0.51,0.92,0.75,0.5,0.0,0.62
Lauren Murphy,1.65,125.0,1.7,Orthodox,36.54,1983-07-27,12,4,0,1.65,125.0,1.7,6.81,0.49,7.16,0.5,0.84,0.29,0.39,0.0,0.75
Lavar Johnson,1.93,240.0,2.08,Orthodox,35.71,1977-06-11,17,7,0,1.93,240.0,2.08,11.51,0.73,10.27,0.77,0.6,1.0,0.5,0.0,0.71
Laverne Clark,1.8,170.0,1.8,Orthodox,26.81,1973-12-02,27,19,1,1.8,170.0,1.8,7.02,0.77,7.02,0.77,1.17,1.0,1.0,0.0,0.57
Leandro Issa,1.7,135.0,1.75,Orthodox,32.96,1983-09-19,13,6,0,1.7,135.0,1.75,2.74,0.5,4.31,0.55,2.44,0.22,0.17,0.61,0.68
Leandro Silva,1.75,155.0,1.83,Orthodox,30.81,1985-11-11,19,4,1,1.75,155.0,1.83,3.41,0.52,3.51,0.5,1.55,0.41,0.35,0.22,0.79
Lee Murray,1.91,185.0,1.91,Orthodox,26.39,1977-09-12,8,2,1,1.91,185.0,1.91,1.14,0.5,1.14,0.5,0.0,0.0,0.0,17.14,0.73
Leigh Remedios,1.7,155.0,1.7,Orthodox,26.5,1976-01-13,17,9,2,1.7,155.0,1.7,4.83,0.76,4.83,0.76,0.0,0.0,0.0,0.0,0.61
Leo Kuntz,1.78,155.0,1.88,Orthodox,32.15,1983-10-03,17,3,1,1.78,155.0,1.88,3.76,0.51,3.49,0.51,1.99,0.25,1.0,0.66,0.81
Leon Edwards,1.88,170.0,1.88,Southpaw,27.9,1991-08-25,18,3,0,1.88,170.0,1.88,4.11,0.56,4.13,0.6,1.42,0.36,0.27,0.47,0.86
Leonard Garcia,1.78,145.0,1.75,Orthodox,33.79,1979-07-14,19,11,1,1.78,145.0,1.75,4.72,0.33,7.71,0.56,0.4,0.29,0.56,0.0,0.61
Leonardo Augusto Leleco,1.83,185.0,1.85,Orthodox,34.43,1982-04-15,11,3,0,1.83,185.0,1.85,4.57,0.7,4.57,0.7,0.0,0.0,0.0,1.01,0.79
Leonardo Mafra,1.78,155.0,1.78,Orthodox,26.23,1989-04-25,12,3,0,1.78,155.0,1.78,6.84,0.57,8.88,0.65,2.12,0.83,0.64,0.42,0.8
Leonardo Morales,1.73,135.0,1.73,Southpaw,22.45,1992-12-22,5,2,0,1.73,135.0,1.73,2.85,0.54,2.5,0.46,0.0,0.0,0.33,0.0,0.71
Leonardo Santos,1.83,155.0,1.9,Orthodox,39.32,1980-02-05,17,4,1,1.83,155.0,1.9,3.45,0.48,3.22,0.46,1.39,0.5,0.5,0.35,0.77
Lerone Murphy,1.75,145.0,1.85,Orthodox,28.13,1991-07-22,8,0,1,1.75,145.0,1.85,4.33,0.56,1.87,0.41,0.0,0.0,0.75,2.0,0.89
Leslie Smith,1.75,135.0,1.68,Orthodox,34.91,1982-08-17,10,7,1,1.75,135.0,1.68,8.53,0.43,8.22,0.44,0.0,0.0,0.23,0.0,0.56
Levan Makashvili,1.73,145.0,1.73,Orthodox,27.06,1989-01-07,10,2,1,1.73,145.0,1.73,5.13,0.67,4.53,0.62,3.67,0.42,0.24,0.0,0.77
Lewis Gonzalez,1.78,170.0,1.85,Orthodox,27.77,1987-09-19,10,2,0,1.78,170.0,1.85,3.53,0.57,3.53,0.57,2.0,0.33,0.33,0.0,0.83
Liana Jojua,1.63,135.0,1.57,Orthodox,24.46,1995-03-22,7,3,0,1.63,135.0,1.57,3.62,0.58,10.46,0.68,2.41,0.67,0.0,0.0,0.7
Lina Lansberg,1.7,135.0,1.65,Orthodox,37.87,1982-03-13,10,5,0,1.7,135.0,1.65,5.04,0.68,5.71,0.72,0.8,0.57,0.45,0.2,0.67
Lipeng Zhang,1.8,155.0,1.8,Southpaw,25.18,1990-03-10,9,9,1,1.8,155.0,1.8,4.42,0.68,5.47,0.66,1.75,0.3,0.23,0.75,0.47
Lisa Ellis,1.63,115.0,1.57,0,32.48,1982-11-15,15,10,0,1.63,115.0,1.57,1.93,0.44,1.93,0.44,3.61,0.33,0.33,0.0,0.6
Liu Pingyuan,1.68,135.0,1.83,Orthodox,26.85,1993-02-13,13,7,0,1.68,135.0,1.83,4.63,0.49,5.55,0.52,0.25,0.2,1.0,1.02,0.65
Livinha Souza,1.6,115.0,1.6,Orthodox,28.34,1991-03-11,13,2,0,1.6,115.0,1.6,3.67,0.55,3.76,0.5,3.35,0.5,0.75,1.91,0.87
Liz Carmouche,1.68,125.0,1.68,Orthodox,35.47,1984-02-19,13,7,0,1.68,125.0,1.68,6.13,0.76,5.76,0.67,2.47,0.64,0.71,0.35,0.65
Logan Clark,1.88,185.0,1.88,Orthodox,21.82,1985-02-16,15,5,0,1.88,185.0,1.88,12.2,0.84,3.0,0.7,0.0,0.0,0.6,2.0,0.75
Loma Lookboonmee,1.55,115.0,1.55,Orthodox,24.1,1996-01-18,4,2,0,1.55,115.0,1.55,6.0,0.56,6.0,0.56,1.0,0.29,0.29,0.0,0.67
Lorenz Larkin,1.8,170.0,1.83,Orthodox,29.96,1986-09-03,18,5,0,1.8,170.0,1.83,5.86,0.51,4.6,0.43,0.34,0.25,0.08,0.0,0.78
Louis Gaudinot,1.6,125.0,1.6,Orthodox,30.35,1984-08-28,6,4,0,1.6,125.0,1.6,4.16,0.46,9.65,0.61,0.73,0.67,0.73,1.46,0.6
Louis Smolka,1.75,135.0,1.73,Orthodox,28.16,1991-07-16,16,6,0,1.75,135.0,1.73,4.79,0.45,6.03,0.56,1.0,0.3,0.84,1.0,0.73
Lowell Anderson,1.68,160.0,1.68,Orthodox,18.9,1980-10-30,0,1,0,1.68,160.0,1.68,1.66,0.41,1.66,0.41,0.0,0.0,0.0,0.0,0.0
Luan Chagas,1.83,170.0,1.9,Orthodox,24.84,1993-06-17,15,3,1,1.83,170.0,1.9,4.91,0.51,5.51,0.58,0.32,0.12,0.18,0.32,0.79
Luana Carolina,1.68,125.0,1.75,Orthodox,25.91,1993-06-11,6,1,0,1.68,125.0,1.75,8.4,0.5,4.6,0.46,0.0,0.0,0.0,3.0,0.86
Lucas Martins,1.83,145.0,1.83,Southpaw,27.41,1988-11-11,16,3,0,1.83,145.0,1.83,2.99,0.39,5.57,0.51,0.0,0.0,0.4,0.61,0.84
Lucie Pudilova,1.73,125.0,1.7,Orthodox,25.62,1994-06-13,8,6,0,1.73,125.0,1.7,5.02,0.4,4.61,0.37,0.23,0.17,0.27,0.45,0.57
Lucio Linhares,1.88,185.0,1.88,Orthodox,36.31,1973-12-08,15,7,0,1.88,185.0,1.88,2.48,0.42,4.84,0.7,1.86,0.5,0.5,1.86,0.68
Luigi Fioravanti,1.73,170.0,1.78,Orthodox,28.04,1981-01-22,22,11,0,1.73,170.0,1.78,5.34,0.6,4.52,0.61,5.46,0.75,0.62,1.3,0.67
Luigi Vendramini,1.73,170.0,1.73,Orthodox,22.68,1996-01-16,8,1,0,1.73,170.0,1.73,1.11,0.33,1.11,0.33,0.0,0.0,0.0,2.37,0.89
Luis Henrique,1.88,243.0,1.88,Orthodox,25.09,1993-08-21,10,5,0,1.88,243.0,1.88,4.54,0.57,5.88,0.6,3.23,0.4,0.53,1.15,0.67
Luis Pena,1.91,155.0,1.9,Southpaw,26.65,1993-07-05,8,2,0,1.91,155.0,1.9,4.44,0.52,4.06,0.55,0.84,0.25,0.52,0.84,0.8
Luis Ramos,1.73,170.0,1.73,Orthodox,31.43,1981-01-18,19,8,2,1.73,170.0,1.73,3.0,0.38,7.8,0.67,1.5,0.2,0.0,0.0,0.66
Luiz Cane,1.88,185.0,1.96,Southpaw,31.47,1981-04-24,12,5,0,1.88,185.0,1.96,4.76,0.42,5.78,0.47,0.59,0.2,0.17,0.59,0.71
Luiz Dutra,1.8,170.0,1.8,Orthodox,33.07,1982-05-06,11,4,1,1.8,170.0,1.8,5.68,0.58,5.43,0.64,0.0,0.0,0.0,0.0,0.69
Lukasz Sajewski,1.73,155.0,1.8,Orthodox,25.87,1990-11-27,13,3,0,1.73,155.0,1.8,2.6,0.41,4.73,0.47,1.01,0.25,0.4,0.0,0.81
Luke Barnatt,1.98,185.0,1.96,Orthodox,27.09,1988-04-13,8,3,0,1.98,185.0,1.96,4.77,0.38,4.03,0.42,0.53,0.4,0.5,0.27,0.73
Luke Caudillo,1.7,155.0,1.7,Orthodox,26.96,1980-11-30,17,16,0,1.7,155.0,1.7,2.0,0.27,7.29,0.53,0.0,0.0,0.25,0.0,0.52
Luke Cummo,1.83,170.0,1.88,Orthodox,28.29,1980-04-27,6,6,0,1.83,170.0,1.88,3.72,0.63,3.76,0.63,0.28,0.25,0.44,1.1,0.5
Luke Jumeau,1.8,170.0,1.83,Orthodox,31.64,1988-02-12,13,5,0,1.8,170.0,1.83,3.33,0.47,4.07,0.51,0.25,1.0,0.15,0.0,0.72
Luke Rockhold,1.91,205.0,1.96,Southpaw,34.72,1984-10-17,16,5,0,1.91,205.0,1.96,6.24,0.59,6.47,0.62,1.22,0.29,0.29,0.3,0.76
Luke Sanders,1.68,135.0,1.7,Southpaw,33.18,1985-12-12,13,3,0,1.68,135.0,1.7,7.49,0.56,7.7,0.61,0.41,0.25,0.2,0.0,0.81
Luke Zachrich,1.88,185.0,1.88,Orthodox,32.89,1981-12-19,14,4,0,1.88,185.0,1.88,4.61,0.33,4.61,0.33,0.74,0.33,0.33,0.0,0.78
Lyman Good,1.83,170.0,1.88,Orthodox,34.44,1985-05-26,21,5,0,1.83,170.0,1.88,6.1,0.52,6.1,0.52,0.38,1.0,1.0,0.0,0.81
