name,height,weight,reach,age,dob,wins,losses,draws,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Daichi Abe,1.8,170.0,1.8,26.57,1991-11-27,5,2,0,3.0,0.29,6.4,0.47,0.0,,,0.0,0.71
Daiju Takase,1.83,170.0,1.83,22.66,1978-04-20,9,12,2,0.42,0.33,6.67,0.8,0.0,,1.0,0.0,0.39
Dalcha Lungiambula,1.73,205.0,1.93,32.28,1987-07-31,9,2,0,1.24,0.39,8.68,0.74,0.0,0.0,0.33,0.0,0.82
Dale Hartt,1.78,155.0,1.75,30.19,1979-04-04,6,2,0,1.48,0.31,4.73,0.52,4.44,1.0,,0.0,0.75
Damacio Page,1.68,135.0,1.68,29.78,1982-09-30,12,7,0,8.68,0.74,8.68,0.74,4.65,1.0,1.0,0.0,0.63
Damian Grabowski,1.85,241.0,1.9,37.19,1980-05-12,20,4,0,4.6,0.36,4.6,0.36,0.0,0.0,0.0,0.0,0.83
Damian Stasiak,1.65,135.0,1.78,28.42,1990-02-20,10,5,0,2.0,0.55,3.93,0.56,3.0,0.38,1.0,0.0,0.67
Damien Brown,1.78,155.0,1.73,33.13,1984-12-25,17,11,0,3.07,0.37,4.53,0.44,0.0,,,0.0,0.61
Damir Hadzovic,1.75,155.0,1.78,33.6,1986-08-08,13,5,0,1.37,0.2,5.48,0.8,0.0,,1.0,0.0,0.72
Damir Ismagulov,1.75,155.0,1.78,28.57,1991-02-03,18,2,0,4.87,0.38,2.47,0.32,0.0,0.0,0.0,0.0,0.9
Damon Jackson,1.8,145.0,1.8,27.48,1988-08-08,9,0,1,5.67,0.49,6.8,0.67,0.0,0.0,0.4,0.0,0.9
Dan Bobish,1.88,345.0,1.88,27.5,1970-01-26,16,8,0,3.68,0.86,1.84,0.43,0.0,,1.0,0.0,0.67
Dan Christison,2.03,265.0,2.03,34.2,1972-04-26,19,7,0,5.6,0.68,7.4,0.73,0.0,,0.5,1.0,0.73
Dan Cramer,1.88,170.0,1.88,23.77,1985-10-31,6,3,0,0.67,0.3,12.13,0.82,0.0,0.0,0.29,1.0,0.67
Dan Evensen,1.91,250.0,1.91,34.57,1974-06-01,11,3,0,0.0,0.0,2.31,0.46,0.0,0.0,,0.0,0.79
Dan Hardy,1.83,170.0,1.88,30.37,1982-05-17,24,10,0,6.8,0.57,6.8,0.57,3.0,0.43,0.43,0.0,0.71
Dan Henderson,1.8,185.0,1.88,46.13,1970-08-24,30,15,0,3.48,0.38,5.2,0.37,0.6,0.25,,0.0,0.67
Dan Hooker,1.83,155.0,1.9,30.02,1990-02-13,20,8,0,5.32,0.57,4.76,0.49,0.6,0.2,0.0,0.0,0.71
Dan Ige,1.7,145.0,1.8,28.51,1991-08-06,13,1,0,4.27,0.55,1.93,0.39,1.0,0.5,0.3,0.0,0.93
Dan Lauzon,1.78,155.0,1.78,22.16,1988-03-30,15,3,0,1.13,0.23,4.47,0.36,0.0,0.0,0.0,0.0,0.83
Dan Miller,1.85,185.0,1.88,31.71,1981-06-30,13,8,0,2.34,0.3,6.17,0.55,3.19,1.0,,3.19,0.62
Dan Moret,1.83,155.0,1.85,32.6,1986-11-21,13,5,0,2.47,0.47,11.4,0.78,2.0,1.0,0.33,1.0,0.72
Dan Severn,1.88,250.0,1.88,42.29,1958-06-08,98,17,7,0.65,0.25,1.29,0.29,0.0,0.0,,0.0,0.8
Dan Stittgen,1.85,170.0,1.85,31.65,1980-11-17,7,2,0,5.2,0.6,8.67,0.79,1.0,1.0,0.0,0.0,0.78
Danaa Batgerel,1.7,135.0,1.78,30.68,1989-07-04,7,1,0,5.63,0.52,3.64,0.48,0.0,,,0.0,0.88
Daniel Cormier,1.8,235.0,1.83,40.41,1979-03-20,21,2,0,12.01,0.73,7.05,0.55,0.78,0.33,0.33,0.0,0.91
Daniel Jolly,1.85,205.0,1.9,32.42,1984-09-03,5,1,0,0.0,0.0,5.75,0.83,0.0,0.0,,0.0,0.83
Daniel Kelly,1.83,185.0,1.78,40.57,1977-10-31,12,4,0,1.69,0.21,6.48,0.52,0.0,,,0.0,0.75
Daniel Omielanczuk,1.83,247.0,1.88,34.85,1982-08-31,18,8,1,4.53,0.46,4.53,0.46,0.0,0.0,0.0,0.0,0.67
Daniel Pineda,1.7,145.0,1.75,28.61,1985-08-06,17,11,0,2.67,0.67,3.6,0.64,1.0,0.2,0.36,3.0,0.61
Daniel Roberts,1.78,170.0,1.88,31.46,1980-08-05,12,3,0,3.6,0.86,3.6,0.86,0.0,0.0,0.0,3.0,0.8
Daniel Rodriguez,1.85,170.0,1.88,33.13,1986-12-31,10,1,0,5.68,0.4,4.76,0.43,0.0,,0.33,1.74,0.91
Daniel Sarafian,1.75,185.0,1.85,33.5,1982-08-21,10,5,0,0.0,,8.0,0.4,0.0,,,0.0,0.67
Daniel Spitz,2.01,245.0,2.08,29.22,1990-07-31,6,2,0,2.13,0.3,6.2,0.62,0.0,,,0.0,0.75
Daniel Teymur,1.65,145.0,1.75,31.86,1988-02-03,7,3,0,0.44,0.33,0.44,0.33,0.0,,,3.28,0.7
Danielle Taylor,1.52,115.0,1.52,28.78,1989-10-25,9,3,0,2.33,0.28,5.53,0.42,0.0,0.0,0.5,1.0,0.75
Danillo Villefort,1.85,185.0,1.85,26.25,1983-05-08,13,3,0,3.38,0.39,2.86,0.32,1.1,0.5,0.5,1.1,0.81
Danilo Belluardo,1.83,155.0,1.88,25.19,1994-07-21,12,4,0,0.0,0.0,20.0,0.77,0.0,,0.5,0.0,0.75
Danny Abbadi,1.8,155.0,1.8,23.23,1983-07-03,4,5,0,5.27,0.46,6.73,0.49,0.0,,0.14,0.0,0.44
Danny Castillo,1.75,155.0,1.8,36.32,1979-08-25,16,10,0,4.0,0.47,4.8,0.49,2.0,0.33,0.5,0.0,0.62
Danny Downes,1.83,155.0,1.83,25.56,1986-04-08,8,2,0,1.47,0.51,10.87,0.86,0.0,,0.57,0.0,0.8
Danny Henry,1.83,145.0,1.85,30.66,1988-07-17,11,3,0,3.12,0.57,3.12,0.57,0.0,,,0.0,0.79
Danny Martinez,1.68,125.0,1.7,30.42,1985-06-14,18,6,0,6.0,0.42,5.47,0.47,9.0,0.75,1.0,0.0,0.75
Danny Mitchell,1.88,170.0,1.88,28.04,1986-08-08,14,5,1,5.53,0.56,7.4,0.62,0.0,0.0,0.0,1.0,0.7
Danny Roberts,1.85,170.0,1.88,32.32,1987-07-14,16,5,0,4.24,0.62,3.84,0.45,1.52,0.12,1.0,0.0,0.76
Darko Stosic,1.83,205.0,1.93,27.96,1992-02-09,12,4,0,2.13,0.4,6.8,0.43,6.0,0.67,,0.0,0.75
Daron Cruickshank,1.73,155.0,1.83,30.6,1985-06-11,15,8,0,3.88,0.66,4.95,0.63,3.23,0.38,0.5,0.0,0.65
Darrel Gholar,1.73,194.0,1.73,21.49,1977-07-14,5,5,0,3.77,0.51,3.14,0.64,1.89,1.0,1.0,0.0,0.5
Darrell Horcher,1.78,155.0,1.78,30.37,1987-07-28,13,3,0,4.0,0.69,11.53,0.82,1.0,1.0,0.64,0.0,0.81
Darrell Montague,1.68,125.0,1.7,26.52,1987-11-03,13,4,0,2.33,0.31,5.47,0.49,1.0,0.5,1.0,2.0,0.76
Darren Elkins,1.78,145.0,1.8,35.16,1984-05-16,24,8,0,2.07,0.24,2.67,0.43,0.0,,0.0,0.0,0.75
Darren Stewart,1.83,185.0,1.88,28.8,1990-12-30,11,4,0,5.13,0.55,4.4,0.67,1.0,1.0,0.4,0.0,0.73
Darren Till,1.83,185.0,1.88,26.86,1992-12-24,17,2,1,2.47,0.54,3.33,0.52,1.0,0.5,0.25,0.0,0.85
Darren Uyenoyama,1.68,125.0,1.63,34.17,1979-10-15,7,5,0,3.33,0.54,3.33,0.54,2.0,0.2,0.2,0.0,0.58
Darrick Minner,1.7,145.0,1.75,29.84,1990-04-28,24,10,0,3.92,0.9,6.33,0.81,2.26,1.0,0.67,4.52,0.71
Darrill Schoonover,1.88,220.0,1.88,24.38,1985-07-18,11,4,0,2.03,0.46,7.73,0.74,0.0,0.0,0.5,1.13,0.73
Dashon Johnson,1.7,145.0,1.78,26.63,1988-01-25,9,1,0,2.46,0.73,2.01,0.43,3.35,0.5,,0.0,0.9
Dave Beneteau,1.88,250.0,1.88,7.8,1989-12-28,4,4,1,6.75,0.78,6.75,0.78,5.62,1.0,1.0,0.0,0.44
Dave Berry,1.83,216.0,1.83,13.11,1983-08-11,0,0,0,,,,,,,,,
Dave Galera,1.8,135.0,1.8,35.98,1978-01-12,5,0,0,5.93,0.82,5.6,0.81,0.0,,0.86,2.0,1.0
Dave Herman,1.93,242.0,1.93,28.76,1984-10-03,20,6,0,10.71,1.0,17.86,1.0,0.0,,,0.0,0.77
Dave Menne,1.78,170.0,1.78,32.38,1974-07-29,43,16,2,1.69,0.19,6.55,0.53,0.0,0.0,1.0,6.34,0.7
Dave Strasser,1.78,170.0,1.78,34.2,1969-07-13,24,8,4,2.84,0.55,4.91,0.68,0.0,0.0,0.75,0.0,0.67
Davey Grant,1.73,135.0,1.75,33.89,1985-12-18,10,4,0,2.27,0.49,3.8,0.51,6.0,0.67,,0.0,0.71
Davi Ramos,1.68,155.0,1.78,32.84,1986-11-05,10,2,0,1.8,0.34,5.87,0.59,0.0,0.0,0.0,0.0,0.83
David Abbott,1.83,265.0,1.83,16.18,1987-09-17,8,13,0,7.62,0.52,8.52,0.63,0.0,,,0.0,0.38
David Baron,1.68,155.0,1.68,35.67,1973-02-15,17,2,1,1.65,0.71,3.45,0.72,0.0,0.0,0.83,1.13,0.85
David Bielkheden,1.78,155.0,1.8,29.87,1979-06-06,16,8,0,1.01,0.83,9.09,0.66,0.0,,0.5,0.0,0.67
David Branch,1.85,185.0,1.98,37.51,1981-09-26,22,5,0,1.22,0.17,3.66,0.3,0.0,,0.5,0.0,0.81
David Dodd,1.88,200.0,1.88,26.71,1973-09-22,4,6,0,1.8,0.55,7.0,0.64,0.0,0.0,1.0,0.0,0.4
David Dvorak,1.65,125.0,1.73,27.77,1992-06-05,17,3,0,6.13,0.57,6.13,0.57,0.0,0.0,0.0,0.0,0.85
David Heath,1.8,205.0,1.83,31.98,1976-02-10,15,7,0,1.44,0.23,9.45,0.72,0.0,,0.5,0.0,0.68
David Hood,1.83,200.0,1.83,5.46,1990-03-22,1,2,0,3.85,0.67,1.92,0.2,0.0,,,0.0,0.33
David Kaplan,1.7,155.0,1.7,29.52,1979-11-16,3,3,0,6.53,0.62,8.87,0.44,5.0,0.36,,0.0,0.5
David Lee,1.78,155.0,1.78,34.93,1972-05-17,9,6,0,3.32,0.64,8.53,0.7,0.0,0.0,0.0,0.0,0.6
David Levicki,1.96,275.0,1.96,27.8,1966-05-25,1,2,0,7.77,0.93,6.06,0.86,0.0,,1.0,0.0,0.33
David Loiseau,1.83,185.0,1.93,30.49,1979-12-17,19,10,0,0.33,0.27,14.36,0.68,0.0,,1.0,0.0,0.66
David Michaud,1.75,155.0,1.83,26.45,1988-11-10,8,1,0,1.9,0.39,7.08,0.65,0.0,,0.2,0.0,0.89
David Mitchell,1.83,170.0,1.93,33.96,1979-10-24,12,3,0,2.67,0.7,3.93,0.75,0.0,0.0,0.67,1.0,0.8
David Roberts,1.85,170.0,1.85,23.47,1975-11-15,5,7,0,0.0,0.0,6.52,0.6,0.0,,0.5,0.0,0.42
David Terrell,1.85,185.0,1.85,28.26,1978-01-09,5,2,0,6.71,0.84,1.28,0.57,4.79,0.25,,9.58,0.71
David Teymur,1.75,155.0,1.85,29.76,1989-05-01,7,2,0,5.24,0.53,5.24,0.53,0.0,,,0.0,0.78
David Velasquez,1.65,145.0,1.65,19.76,1980-06-05,10,8,0,5.73,0.69,8.98,0.56,0.0,,1.0,0.0,0.56
David Zawada,1.83,170.0,1.9,29.27,1990-08-01,17,4,0,8.83,0.74,8.83,0.74,0.0,,,10.6,0.81
Dean Lister,1.85,185.0,1.9,32.87,1976-02-13,10,7,0,1.13,0.33,5.13,0.66,0.0,0.0,,0.0,0.59
Deiveson Figueiredo,1.65,125.0,1.73,32.2,1987-12-18,17,1,0,3.62,0.51,6.67,0.49,2.17,1.0,0.0,2.17,0.94
Delson Heleno,1.8,185.0,1.8,34.6,1977-11-16,23,6,0,0.92,0.8,9.43,0.87,0.0,0.0,,0.0,0.79
Demetrious Johnson,1.6,125.0,1.68,31.98,1986-08-13,26,3,1,4.84,0.7,3.2,0.45,0.6,0.5,0.27,0.0,0.87
Demian Maia,1.85,170.0,1.83,42.35,1977-11-06,27,10,0,1.56,0.57,5.45,0.82,11.67,1.0,,0.0,0.73
Denis Kang,1.8,185.0,1.96,32.16,1977-09-17,34,14,2,2.87,0.36,5.32,0.45,0.0,0.0,1.0,0.0,0.68
Denis Stojnic,1.83,245.0,1.83,29.36,1980-02-02,9,2,0,4.72,0.42,4.86,0.86,0.0,,0.0,0.0,0.82
Dennis Bermudez,1.68,155.0,1.68,32.1,1986-12-13,17,9,0,5.53,0.56,1.6,0.42,5.0,0.56,,2.0,0.65
Dennis Hallman,1.75,155.0,1.83,36.02,1975-12-02,66,14,2,13.47,0.74,0.0,,5.05,0.33,,5.05,0.8
Dennis Siver,1.68,145.0,1.78,38.45,1979-01-13,23,10,0,8.0,0.4,8.0,0.4,0.0,0.0,0.0,0.0,0.7
Dequan Townsend,1.91,205.0,2.01,33.77,1986-05-11,21,10,0,2.47,0.54,8.13,0.81,0.0,,0.75,0.0,0.68
Derek Brunson,1.85,185.0,1.96,35.62,1984-01-04,19,7,0,6.8,0.49,4.33,0.43,2.0,0.2,0.0,0.0,0.73
Derek Downey,1.85,185.0,1.85,28.78,1980-04-27,11,3,0,0.32,1.0,9.92,0.93,2.4,0.17,1.0,0.0,0.79
Deron Winn,1.68,185.0,1.78,30.73,1989-06-13,5,2,0,4.34,0.48,7.04,0.46,1.23,0.5,1.0,0.0,0.71
Derrick Krantz,1.78,170.0,1.83,31.63,1988-01-13,24,11,0,3.47,0.5,4.07,0.47,3.0,0.5,,1.0,0.69
Derrick Lewis,1.91,260.0,2.01,35.0,1985-02-07,22,7,0,1.8,0.47,4.13,0.81,0.0,0.0,0.43,0.0,0.76
Derrick Noble,1.75,170.0,1.75,27.67,1978-08-14,26,14,1,8.97,0.49,6.55,0.53,0.0,,,0.0,0.63
Desmond Green,1.78,155.0,1.85,29.6,1989-10-11,22,8,0,5.67,0.56,5.67,0.56,4.0,1.0,1.0,0.0,0.73
Devin Clark,1.83,205.0,1.9,29.85,1990-04-12,11,3,0,8.13,0.81,8.13,0.81,3.0,0.75,0.75,0.0,0.79
Devin Powell,1.83,155.0,1.85,30.71,1988-03-01,9,3,0,4.53,0.43,4.53,0.44,0.0,0.0,1.0,0.0,0.75
Devonte Smith,1.75,155.0,1.93,26.05,1993-07-30,9,2,0,3.53,0.56,4.94,0.41,0.0,,,0.0,0.82
Dhiego Lima,1.88,170.0,1.9,30.68,1989-01-31,16,7,0,3.27,0.4,1.6,0.25,2.0,0.33,,0.0,0.7
Diana Belbita,1.7,125.0,1.73,23.31,1996-06-26,13,4,0,6.93,0.4,8.4,0.5,1.0,1.0,0.36,0.0,0.76
Diego Brandao,1.7,145.0,1.73,28.6,1987-05-27,24,10,0,5.25,0.53,5.25,0.53,2.58,0.67,0.67,0.0,0.71
Diego Ferreira,1.75,155.0,1.88,35.0,1985-01-18,16,2,0,6.35,0.58,6.35,0.58,6.65,0.43,0.43,2.22,0.89
Diego Nunes,1.68,145.0,1.7,30.14,1982-11-30,17,4,0,1.27,0.58,13.67,0.88,0.0,,0.48,0.0,0.81
Diego Rivas,1.73,145.0,1.75,26.52,1991-11-11,6,2,0,1.73,0.52,2.93,0.59,2.0,0.4,0.33,1.0,0.75
Diego Sanchez,1.78,170.0,1.83,38.13,1981-12-31,30,12,0,2.21,0.43,4.26,0.6,0.0,0.0,1.0,0.0,0.71
Diego Saraiva,1.68,155.0,1.68,25.42,1982-04-23,21,15,1,4.73,0.76,7.27,0.71,0.0,,1.0,2.0,0.57
Dieusel Berto,1.75,200.0,1.75,9.39,1987-02-19,0,2,0,1.51,0.82,8.07,0.75,0.0,0.0,0.0,0.0,0.0
Dileno Lopes,1.65,135.0,1.65,31.78,1984-09-26,19,2,0,2.33,0.36,2.33,0.36,2.0,0.17,0.17,0.0,0.9
Din Thomas,1.75,155.0,1.75,31.51,1976-09-28,25,7,0,2.8,0.38,8.27,0.59,2.0,0.4,0.75,0.0,0.78
Dmitri Stepanov,1.91,217.0,1.91,8.67,1988-09-29,0,0,0,0.67,1.0,0.0,,0.0,,1.0,0.0,
Dmitrii Smoliakov,1.88,253.0,1.88,36.73,1982-08-05,9,2,0,0.44,0.33,7.56,0.52,0.0,0.0,,0.0,0.82
Dmitry Sosnovskiy,1.91,240.0,1.96,28.7,1989-07-06,10,0,0,5.59,0.75,7.7,0.8,3.16,0.67,0.0,3.16,1.0
Dokonjonosuke Mishima,1.7,155.0,1.7,34.96,1972-04-19,20,6,2,2.01,0.48,6.74,0.71,1.08,0.1,1.0,2.15,0.71
Domingo Pilarte,1.83,135.0,1.85,30.09,1990-01-05,8,1,0,1.59,0.25,11.11,0.54,0.0,,,0.0,0.89
Dominic Waters,1.85,170.0,2.01,27.08,1989-04-11,9,4,0,2.6,0.72,3.67,0.8,4.0,0.33,0.67,0.0,0.69
Dominick Cruz,1.73,135.0,1.73,31.81,1985-03-09,21,2,0,3.8,0.32,3.8,0.32,0.0,0.0,0.0,0.0,0.91
Dominick Reyes,1.93,205.0,1.96,30.12,1989-12-26,11,1,0,4.76,0.45,4.28,0.63,0.0,,0.22,0.0,0.92
Dominique Steele,1.78,170.0,1.88,29.37,1988-01-27,14,8,0,4.2,0.61,3.93,0.57,1.0,0.09,,0.0,0.64
Don Frye,1.85,219.0,1.85,31.04,1965-11-23,17,9,1,2.83,0.65,3.98,0.75,0.0,,1.0,0.0,0.63
Don Madge,1.83,155.0,1.83,28.82,1990-11-12,8,3,1,4.8,0.65,4.67,0.73,3.0,0.25,0.0,0.0,0.67
Don'Tale Mayes,1.98,260.0,2.06,27.78,1992-01-16,7,2,0,2.71,0.3,2.71,0.3,0.0,,,0.0,0.78
Donald Cerrone,1.85,155.0,1.85,36.81,1983-03-29,35,14,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.71
Dong Hyun Kim,1.88,170.0,1.93,35.58,1981-11-17,21,4,1,4.27,0.63,4.27,0.63,2.0,0.5,0.5,0.0,0.81
Dong Hyun Ma,1.8,155.0,1.78,31.28,1988-09-09,16,10,3,1.4,0.33,4.0,0.49,0.0,,1.0,0.0,0.55
Dongi Yang,1.78,185.0,1.8,30.97,1984-12-07,13,2,0,7.91,0.71,4.25,0.6,2.2,0.17,0.0,0.0,0.87
Donnie Chappell,1.8,178.0,1.8,8.42,1989-02-24,0,0,0,3.29,0.62,7.24,0.73,0.0,,1.0,0.0,
Donny Walker,1.75,135.0,1.75,31.7,1980-01-04,15,7,0,1.5,0.67,6.74,0.78,0.0,,1.0,0.0,0.68
Dooho Choi,1.78,145.0,1.78,28.7,1991-04-10,13,4,0,4.62,0.46,4.62,0.46,0.0,,,0.0,0.76
Doug Evans,1.75,155.0,1.75,27.22,1980-10-10,13,8,0,3.47,0.54,5.8,0.67,1.0,1.0,0.41,1.0,0.62
Douglas Silva de Andrade,1.7,145.0,1.73,34.4,1985-06-22,26,2,0,6.67,0.53,9.33,0.58,0.0,,0.22,0.0,0.93
Drakkar Klose,1.75,155.0,1.78,32.0,1988-03-09,10,2,1,4.5,0.73,4.5,0.73,0.0,,,0.0,0.77
Drew Dober,1.73,155.0,1.78,31.25,1988-10-19,22,8,0,11.11,0.5,5.98,0.64,0.0,,,0.0,0.73
Drew Fickett,1.78,155.0,1.78,27.31,1979-12-14,41,15,0,8.8,0.55,3.27,0.42,2.0,0.4,1.0,0.0,0.73
Drew McFedries,1.83,185.0,1.83,31.15,1978-07-27,9,6,0,2.81,0.37,5.95,0.45,0.0,,0.43,0.0,0.6
Duane Ludwig,1.78,170.0,1.78,34.16,1978-08-04,28,14,0,2.02,0.38,2.02,0.38,0.0,,,0.0,0.67
Duda Santana,1.7,145.0,1.85,23.39,1996-01-10,3,0,0,6.88,0.43,6.88,0.43,6.45,0.6,0.6,0.0,1.0
Dustin Hazelett,1.85,170.0,1.93,24.62,1986-04-29,12,6,0,0.0,0.0,9.41,0.73,0.0,,1.0,0.0,0.67
Dustin Jacoby,1.93,185.0,1.98,23.82,1988-04-04,6,2,0,2.79,0.24,2.79,0.24,0.0,,,0.0,0.75
Dustin Kimura,1.7,135.0,1.8,25.56,1989-05-21,11,3,0,1.67,0.16,5.07,0.51,0.0,0.0,0.0,0.0,0.79
Dustin Ortiz,1.65,125.0,1.65,30.07,1988-12-25,17,8,0,6.2,0.68,2.47,0.51,3.0,0.38,0.58,0.0,0.68
Dustin Pague,1.75,135.0,1.88,26.21,1987-08-05,10,10,0,2.03,0.75,8.36,0.76,1.69,1.0,0.33,1.69,0.5
Dustin Poirier,1.75,155.0,1.83,30.63,1989-01-19,24,6,0,2.48,0.53,4.46,0.7,0.0,,0.88,1.24,0.8
Dwayne Cason,1.78,212.0,1.78,17.9,1979-11-22,0,0,0,6.72,0.69,2.96,0.73,4.03,1.0,,0.0,
Dwight Grant,1.85,170.0,1.93,34.58,1984-09-14,10,1,0,2.6,0.32,2.6,0.32,0.0,,,0.0,0.91
Dylan Andrews,1.85,185.0,1.85,35.48,1979-11-15,17,8,0,3.23,0.51,3.23,0.51,1.52,0.5,0.5,1.52,0.68
Ebenezer Fontes Braga,1.83,199.0,1.83,29.51,1969-04-14,12,7,2,4.93,0.65,3.19,0.85,4.35,1.0,,4.35,0.57
Ed Herman,1.85,205.0,1.96,39.1,1980-10-02,26,13,0,8.07,0.66,4.67,0.56,0.0,0.0,0.5,0.0,0.67
Eddie Alvarez,1.75,155.0,1.75,34.54,1984-01-11,29,5,0,3.85,0.4,3.85,0.4,0.0,0.0,0.0,1.65,0.85
Eddie Gordon,1.83,185.0,1.93,31.93,1983-07-22,8,3,0,2.67,0.52,2.67,0.52,0.0,0.0,0.0,0.0,0.73
Eddie Mendez,1.78,185.0,1.93,29.39,1984-01-16,7,1,1,2.15,0.38,2.15,0.38,0.0,,,0.0,0.78
Eddie Ruiz,1.7,155.0,1.7,35.99,1967-06-10,1,0,0,2.0,0.7,3.8,0.72,2.0,0.12,,0.0,1.0
Eddie Sanchez,1.88,230.0,1.88,26.1,1982-11-04,12,5,0,6.27,0.6,7.6,0.7,0.0,0.0,0.25,0.0,0.71
Eddie Wineland,1.7,135.0,1.75,34.95,1984-06-26,24,12,1,7.57,0.43,5.62,0.37,0.0,0.0,0.0,0.0,0.65
Eddie Yagin,1.7,145.0,1.7,33.08,1979-03-23,16,4,1,6.67,0.33,7.73,0.53,0.0,,,0.0,0.76
Edgar Garcia,1.78,170.0,1.8,31.86,1984-02-22,14,4,0,0.31,0.33,18.75,0.52,0.0,,1.0,0.0,0.78
Edilberto de Oliveira,1.83,170.0,1.83,24.82,1982-11-22,20,7,2,2.86,0.31,3.43,0.32,0.0,,,0.0,0.69
Edmen Shahbazyan,1.88,185.0,1.88,21.95,1997-11-20,10,0,0,5.71,0.37,5.71,0.37,0.0,,,0.0,1.0
Ednaldo Oliveira,1.96,205.0,2.01,29.45,1984-02-19,13,1,1,2.0,0.36,4.6,0.67,0.0,0.0,0.4,0.0,0.87
Edson Barboza,1.8,155.0,1.9,33.63,1986-01-21,19,8,0,5.13,0.58,5.0,0.43,1.0,0.33,0.0,0.0,0.7
Eduardo Garagorri,1.75,145.0,1.78,30.47,1989-05-28,12,1,0,1.52,0.38,3.04,0.33,0.0,,0.67,0.0,0.92
Edward Faaloloto,1.78,155.0,1.78,27.31,1984-07-15,2,2,0,0.0,0.0,17.86,0.83,0.0,,,0.0,0.5
Edwin DeWees,1.85,185.0,1.85,23.16,1982-08-07,37,14,0,3.79,0.87,3.79,0.87,4.37,1.0,1.0,8.75,0.73
Edwin Figueroa,1.7,135.0,1.75,29.3,1984-07-31,8,4,0,1.4,0.24,8.0,0.67,0.0,,0.88,0.0,0.67
Efrain Escudero,1.75,155.0,1.78,30.27,1986-01-15,24,11,0,6.4,0.68,6.6,0.5,1.0,0.14,0.25,0.0,0.69
Eiji Mitsuoka,1.7,145.0,1.7,36.61,1976-01-01,18,8,2,1.6,0.55,15.73,0.88,0.0,0.0,1.0,0.0,0.64
Eldo Xavier Dias,1.8,180.0,1.8,30.42,1964-07-16,0,0,0,,,,,,,,,
Elias Garcia,1.65,125.0,1.7,26.22,1992-09-13,6,1,0,1.33,0.26,10.47,0.6,1.0,0.14,,2.0,0.86
Elias Silverio,1.8,155.0,1.85,28.92,1986-09-22,10,2,0,3.33,0.6,4.87,0.71,2.0,0.14,0.4,0.0,0.83
Elias Theodorou,1.85,185.0,1.9,30.92,1988-05-31,16,3,0,5.8,0.45,5.8,0.45,0.0,0.0,0.0,0.0,0.84
Eliot Marshall,1.88,205.0,1.96,31.31,1980-07-07,9,4,0,5.27,0.69,5.27,0.69,1.0,0.33,0.33,2.0,0.69
Elizabeth Phillips,1.68,135.0,1.65,30.0,1986-08-20,5,3,0,2.27,0.59,5.4,0.79,1.0,0.2,0.6,0.0,0.62
Elizeu Zaleski dos Santos,1.8,170.0,1.85,33.26,1986-12-11,22,5,0,4.93,0.44,4.93,0.44,2.0,0.5,0.5,0.0,0.81
Elvis Mutapcic,1.83,185.0,1.83,29.88,1986-07-19,15,4,1,7.93,0.67,5.27,0.77,0.0,,0.33,0.0,0.75
Elvis Sinosic,1.91,205.0,1.96,36.18,1971-02-13,6,11,2,3.0,0.59,13.64,0.63,0.0,,1.0,4.5,0.32
Emil Meek,1.8,170.0,1.88,31.51,1988-08-20,8,5,1,5.67,0.52,4.73,0.63,0.0,0.0,0.57,0.0,0.57
Emily Peters Kagan,1.6,115.0,1.68,34.41,1981-07-14,3,2,0,5.31,0.44,3.47,0.52,1.63,0.11,1.0,0.0,0.6
Emily Whitmire,1.65,115.0,1.6,28.1,1991-05-24,3,3,0,2.51,0.49,2.51,0.49,0.0,,,0.0,0.5
Emmanuel Yarborough,2.03,770.0,2.03,34.01,1960-09-05,1,1,0,2.02,0.44,18.18,0.69,0.0,0.0,,0.0,0.5
Enrique Barzola,1.7,145.0,1.78,30.88,1989-04-28,16,5,2,9.87,0.79,3.87,0.7,1.0,0.5,0.4,1.0,0.7
Enrique Marin,1.78,170.0,1.88,29.85,1986-09-02,9,3,0,1.73,0.54,7.07,0.79,4.0,0.4,0.0,2.0,0.75
Enson Inoue,1.78,210.0,1.78,30.13,1967-04-15,11,8,0,1.88,1.0,3.12,0.62,0.0,,0.0,9.38,0.58
Eric Martin,1.895,247.0,1.91,8.09,1989-01-05,0,0,0,,,,,,,,,
Eric Schafer,1.91,185.0,1.9,34.33,1977-09-20,13,7,2,7.21,0.82,5.21,0.71,4.6,0.4,,0.0,0.59
Eric Shelton,1.68,125.0,1.73,28.13,1991-02-02,12,5,0,1.67,0.31,3.13,0.45,0.0,,0.33,0.0,0.71
Eric Spicely,1.85,185.0,1.85,32.73,1986-09-29,12,5,0,7.2,0.48,7.2,0.48,0.0,,,0.0,0.71
Eric Wisely,1.73,145.0,1.73,27.72,1984-07-25,19,7,1,7.87,0.75,8.87,0.74,0.0,0.0,0.67,0.0,0.7
Erick Montano,1.83,170.0,1.85,30.96,1985-11-19,7,5,0,3.33,0.43,16.67,0.5,0.0,,,0.0,0.58
Erick Silva,1.83,170.0,1.88,33.49,1984-06-21,18,9,0,1.07,0.31,6.47,0.53,0.0,0.0,0.75,0.0,0.67
